[Header],,,,,,,
IEMFileVersion,4,,,,,,
Investigator Name,chen,,,,,,
Experiment Name,phageG modification,,,,,,
Date,2022-03-18,,,,,,
Workflow,GenerateFASTQ,,,,,,
Library type,Illumina-DNA,,,,,,
Application,,,,,,,
Assay,,,,,,,
Description,,,,,,,
Chemistry,,,,,,,
,,,,,,,
[Reads],,,,,,,
250,,,,,,,
250,,,,,,,
,,,,,,,
[Settings],,,,,,,
Pool ID,4169,,,,,,,,
Max mismatches,default,,,,,,,,
Min mismatch delta,default,,,,,,,,
Max no calls,default,,,,,,,,
Read structure,default,,,,,,,,
[Data],,,,,,,
Sample_ID,Sample_Name,Sample_Plate,Sample_Well,I7_Index_ID,index,I5_Index_ID,index2,Sample_Project,Post-run,Downsample,Description,Avg_Insert_Size,Min_Insert_Size,Max_Insert_Size,Read_Count,Fold_Coverage,Reference_Genome,Read_Length,Read_Arrangement,5p_Trim_Length,UMI,input_amount_ng,Library_Group_Name,Library_Prep_Method,Shearing_Method,Product_Number,Lot_Number,Pre_Denaturation_Buffer,PCR_Cycles,PCR_Annealing_Deg,PCR_Extension_Deg,PCR_Annealing_Sec,PCR_Extension_Sec,PCR_Yield_Ng,PCR_Conc_nM,PCR_Volume_uL,old_new_lot,sap_number,cdna_yield_ng,fluidex_tray,replicate_number,assay_plate,insert_set,notes
phageG_Apobec_index1,phageG,,,,index_1,,,phageG,Make_fastqs,None,chen@neb.com,520,,,1,,?,250,Paired-end,,,,phageG modification,Illumina,covaris,N/A,N/A,,,,,,,,4,,,,,,,,,cGxlYXNlIHNwaWtlIGluIDIwJSBwaGlYIEROQSBmb3IgdGhpcyBydW4=
phageG_Cse_Da01_index2,phageG,,,,index_2,,,phageG,Make_fastqs,None,chen@neb.com,520,,,1,,?,250,Paired-end,,,,phageG modification,Illumina,covaris,N/A,N/A,,,,,,,,4,,,,,,,,,cGxlYXNlIHNwaWtlIGluIDIwJSBwaGlYIEROQSBmb3IgdGhpcyBydW4=
T4_AGT-_Apobec_index3,T4_phage,,,,index_3,,,phageG,Make_fastqs,None,chen@neb.com,520,,,1,,?,250,Paired-end,,,,phageG modification,Illumina,covaris,N/A,N/A,,,,,,,,4,,,,,,,,,cGxlYXNlIHNwaWtlIGluIDIwJSBwaGlYIEROQSBmb3IgdGhpcyBydW4=
T4_AGT-_Cse_Da01_index4,T4_phage,,,,index_4,,,phageG,Make_fastqs,None,chen@neb.com,520,,,1,,?,250,Paired-end,,,,phageG modification,Illumina,covaris,N/A,N/A,,,,,,,,4,,,,,,,,,cGxlYXNlIHNwaWtlIGluIDIwJSBwaGlYIEROQSBmb3IgdGhpcyBydW4=
